Unnamed: 0,transaction_id,description,trnref,dob_new,price_new,customer_type,age_group,item_type,class_name,subclass_name,nova,standard_uom,uom_criteria,conversion,price_uom,class_name_uom
464,001_003-179,PIKA VEG OIL 2L,179,,345.0,No-Loyalty card,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,2L,2.0,172.5,COOKING OIL (LTRS)
465,001_003-179,BLUE BAND 250G,179,,100.0,No-Loyalty card,,Food Item,MARGARINE,MARGARINE,Ultra-processed foods,KGS,250G,0.25,400.0,MARGARINE (KGS)
466,001_003-179,BRANDED SUGAR 1KG BROWN,179,,110.0,No-Loyalty card,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,1KG,1.0,110.0,SUGAR (KGS)
467,001_003-179,DORMANS 3K 100G,179,,55.0,No-Loyalty card,,Food Item,COFFEE,COFFEE - UNSWEETENED WITHOUT MILK,Unprocessed/Minimally processed foods,KGS,100G,0.1,550.0,COFFEE (KGS)
468,001_003-179,RAHA DRINKING CHOCOLATE 200G,179,,190.0,No-Loyalty card,,Food Item,COCOA,COCOA - SWEETENED WITHOUT MILK,Ultra-processed foods,KGS,200G,0.2,950.0,COCOA (KGS)
469,001_003-180,JAMBY FAMILY PORRIDGE 500G,180,,85.0,No-Loyalty card,,Food Item,PORRIDGE FLOUR,PORRIDGE FLOUR - MILLET,Unprocessed/Minimally processed foods,KGS,500G,0.5,170.0,PORRIDGE FLOUR (KGS)
470,001_003-180,BRITANIA DOT VANILLA CREAM 100G,180,,38.0,No-Loyalty card,,Food Item,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,KGS,100G,0.1,380.0,"COOKIES, BISCUITS AND WAFERS (KGS)"
471,001_003-180,GOFRUT ORANGE FRUIT DRINK 1L TR,180,,85.0,No-Loyalty card,,Food Item,FRESH/FRUIT JUICES - NO ADDED SUGAR,FRESH/FRUIT JUICES - NO ADDED SUGAR,Unprocessed/Minimally processed foods,LTRS,1L,1.0,85.0,FRESH/FRUIT JUICES - NO ADDED SUGAR (LTRS)
472,001_003-182,YOGHURT DELITE VANILLA 150ML CUP,182,,43.0,No-Loyalty card,,Food Item,FLAVOURED/FRUIT YOGHURT,FLAVOURED/FRUIT YOGHURT,Ultra-processed foods,LTRS,150ML,0.15,286.6666666666667,FLAVOURED/FRUIT YOGHURT (LTRS)
473,001_003-182,FRESHA MAISHA LONG LIFE 250ML TFA,182,,25.0,No-Loyalty card,,Food Item,WHOLE MILK,LONG LIFE/UHT MILK,Unprocessed/Minimally processed foods,LTRS,250ML,0.25,100.0,WHOLE MILK (LTRS)
474,001_003-182,SOKO MAIZE MEAL 2KG,182,,100.0,No-Loyalty card,,Food Item,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,50.0,MAIZE/CORN FLOUR (KGS)
475,001_003-182,AJAB HOME BAKING 2KG,182,,121.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,60.5,WHEAT FLOUR (KGS)
476,001_003-182,DAAWAT GREEN LABEL SPAGHETI 400G,182,,49.0,No-Loyalty card,,Food Item,PASTAS,PASTA - SPAGHETTI,Unprocessed/Minimally processed foods,KGS,400G,0.4,122.5,PASTAS (KGS)
477,001_003-182,BRANDED SUGAR 2KG BROWN,182,,210.0,No-Loyalty card,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,2KG,2.0,105.0,SUGAR (KGS)
478,001_003-182,JOY SUPER BITES MANDAZI 180G,182,,37.0,No-Loyalty card,,Food Item,PASTRIES,PASTRIES - MANDAZI,Ultra-processed foods,KGS,180G,0.18,205.5555555555556,PASTRIES (KGS)
479,001_003-183,GINGERNUT COOKIES 180G J/SUPER,183,,79.0,No-Loyalty card,,Food Item,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,KGS,180G,0.18,438.8888888888889,"COOKIES, BISCUITS AND WAFERS (KGS)"
480,001_003-184,JOGOO 5KG,184,,270.0,No-Loyalty card,,Food Item,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,KGS,5KG,5.0,54.0,MAIZE/CORN FLOUR (KGS)
481,001_003-187,B/SIDE D/FRESH 6*250ML ASSORTED,187,,280.0,No-Loyalty card,,Food Item,MILK DRINKS,FLAVOURED MILK,Ultra-processed foods,LTRS,6*250ML,1.5,186.66666666666663,MILK DRINKS (LTRS)
482,001_003-187,QUENCHER LIFE WATER 500ML SIX PACK,187,,147.0,No-Loyalty card,,Food Item,WATER,MINERAL WATER,Unprocessed/Minimally processed foods,LTRS,500ML,0.5,294.0,WATER (LTRS)
483,001_003-187,DL MIXED VEGETABLES 1KG,187,,33.6,No-Loyalty card,,Food Item,FAST FOODS,PRE-PREPARED MIXED VEGETABLES,Ultra-processed foods,KGS,1KG,1.0,280.0,FAST FOODS (KGS)
484,001_003-188,CHIPO 500G,188,,79.0,No-Loyalty card,,Food Item,COOKING FAT,VEGETABLE FAT,Processed Culinary Ingredients,KGS,500G,0.5,158.0,COOKING FAT (KGS)
485,001_003-188,H.O.MANJI GLUCOSE BISCUITS 200G,188,,58.0,No-Loyalty card,,Food Item,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,KGS,200G,0.2,290.0,"COOKIES, BISCUITS AND WAFERS (KGS)"
486,001_003-188,INDOMIE SUPA MOJO NOODLES 70G,188,,20.0,No-Loyalty card,,Food Item,NOODLES,NOODLES,Ultra-processed foods,KGS,70G,0.07,285.71428571428567,NOODLES (KGS)
487,001_003-189,NDOVU HOME BAKING 2KG,189,,114.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,57.0,WHEAT FLOUR (KGS)
488,001_003-190,PEPTANG S-BERRY JAM 500G PET,190,,154.0,No-Loyalty card,,Food Item,JAM/OTHER SPREADS,FRUIT JAM,Ultra-processed foods,KGS,500G,0.5,308.0,JAM/OTHER SPREADS (KGS)
489,001_003-190,AFIA JUICE MANGO 300ML,190,,50.0,No-Loyalty card,,Food Item,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,LTRS,300ML,0.3,166.66666666666669,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS (LTRS)
490,001_003-191,CREAM MARBLE SLICE 200G,191,,100.0,No-Loyalty card,,Food Item,MARBLE CAKES,MARBLE CAKES,Ultra-processed foods,KGS,200G,0.2,500.0,MARBLE CAKES (KGS)
491,001_003-191,TEA SCONES 200G,191,,40.0,No-Loyalty card,,Food Item,PASTRIES,PASTRIES - SCONES,Ultra-processed foods,KGS,200G,0.2,200.0,PASTRIES (KGS)
492,001_003-192,FRESH FRI 5L,192,,760.0,No-Loyalty card,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,5L,5.0,152.0,COOKING OIL (LTRS)
493,001_003-192,BRANDED SUGAR 2KG BROWN,192,,210.0,No-Loyalty card,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,2KG,2.0,105.0,SUGAR (KGS)
494,001_003-192,SAVANAH COCOPINE 2L,192,,250.0,No-Loyalty card,,Food Item,DILUTING JUICE,SQUASHES,Ultra-processed foods,LTRS,2L,2.0,125.0,DILUTING JUICE (LTRS)
495,001_003-192,CREAM MARBLE SLICE 200G,192,,100.0,No-Loyalty card,,Food Item,MARBLE CAKES,MARBLE CAKES,Ultra-processed foods,KGS,200G,0.2,500.0,MARBLE CAKES (KGS)
496,001_003-193,KIFARU MAIZE 1KG,193,1986-01-30,49.0,Loyalty card,26-35,Food Item,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,KGS,1KG,1.0,49.0,MAIZE/CORN FLOUR (KGS)
497,001_003-193,GARAM MASALA 50G CHARSCO,193,1986-01-30,60.0,Loyalty card,26-35,Food Item,HERBS AND SPICES,SPICES - GARAM MASALA,Unprocessed/Minimally processed foods,KGS,50G,0.05,1200.0,HERBS AND SPICES (KGS)
498,001_003-193,PEPTANG TOMATO GARLIC 400G,193,1986-01-30,78.0,Loyalty card,26-35,Food Item,TABLE SAUCES,TOMATO SAUCE,Ultra-processed foods,KGS,400G,0.4,195.0,TABLE SAUCES (KGS)
499,001_003-193,SOSSI MINCE 75G,193,1986-01-30,29.0,Loyalty card,26-35,Food Item,SOYA CHUNKS/MINCE,SOYA MINCE,Ultra-processed foods,KGS,75G,0.075,386.6666666666667,SOYA CHUNKS/MINCE (KGS)
500,001_003-193,BAZUU ENERGY DRINK 265ML PL BTL,193,1986-01-30,40.0,Loyalty card,26-35,Food Item,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,LTRS,265ML,0.265,150.94339622641508,ENERGY DRINKS (LTRS)
501,001_003-193,MILO 5*10G SATCHETS,193,1986-01-30,50.0,Loyalty card,26-35,Food Item,COCOA,COCOA - SWEETENED WITH MILK,Ultra-processed foods,KGS,5*10G,0.05,1000.0,COCOA (KGS)
502,001_003-193,BROWN BREAD 400G,193,1986-01-30,39.0,Loyalty card,26-35,Food Item,BREADS,BROWN BREAD,Ultra-processed foods,KGS,400G,0.4,97.5,BREADS (KGS)
503,001_003-194,ILARA YOGHURT VANILLA 150ML CUP,194,,45.0,No-Loyalty card,,Food Item,FLAVOURED/FRUIT YOGHURT,FLAVOURED/FRUIT YOGHURT,Ultra-processed foods,LTRS,150ML,0.15,300.0,FLAVOURED/FRUIT YOGHURT (LTRS)
504,001_003-194,DAAWAT GREEN LABEL SPAGHETI 400G,194,,49.0,No-Loyalty card,,Food Item,PASTAS,PASTA - SPAGHETTI,Unprocessed/Minimally processed foods,KGS,400G,0.4,122.5,PASTAS (KGS)
505,001_003-194,BEEF CHIPOLATAS 200G F/CHOICE,194,,169.0,No-Loyalty card,,Food Item,PROCESSED MEAT,BEEF SAUSAGES/SMOKIES/VIENNA,Ultra-processed foods,KGS,200G,0.2,845.0,PROCESSED MEAT (KGS)
506,001_003-194,ENGARE SPRING WATER 1 LTR,194,,47.0,No-Loyalty card,,Food Item,WATER,SPRING WATER,Unprocessed/Minimally processed foods,LTRS,1 LTR,1.0,47.0,WATER (LTRS)
507,001_003-194,WHITE BREAD 400G.,194,,39.0,No-Loyalty card,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,400G,0.4,97.5,BREADS (KGS)
508,001_003-195,PIKA VEG OIL 2L,195,,345.0,No-Loyalty card,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,2L,2.0,172.5,COOKING OIL (LTRS)
509,001_003-195,FRESHA MAISHA LONG LIFE 200ML TCA,195,,23.0,No-Loyalty card,,Food Item,WHOLE MILK,LONG LIFE/UHT MILK,Unprocessed/Minimally processed foods,LTRS,200ML,0.2,115.0,WHOLE MILK (LTRS)
510,001_003-195,JOGOO MAIZE MEAL 2KG,195,,110.0,No-Loyalty card,,Food Item,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,55.0,MAIZE/CORN FLOUR (KGS)
511,001_003-195,KENSALT TABLE SALT 2KG,195,,62.0,No-Loyalty card,,Food Item,SALT,TABLE SALT,Processed Culinary Ingredients,KGS,2KG,2.0,31.0,SALT (KGS)
512,001_003-195,BUTALI BROWN SUGAR 1KG PKT,195,,105.0,No-Loyalty card,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,1KG,1.0,105.0,SUGAR (KGS)
513,001_003-195,QUENCHER FITZO 1.5L,195,,182.0,No-Loyalty card,,Food Item,DILUTING JUICE,CORDIALS,Ultra-processed foods,LTRS,5L,5.0,36.4,DILUTING JUICE (LTRS)
514,001_003-195,FAHARI YA KENYA MASALA TEA 100G,195,,70.0,No-Loyalty card,,Food Item,TEA,TEA - UNSWEETENED WITHOUT MILK,Unprocessed/Minimally processed foods,KGS,100G,0.1,700.0,TEA (KGS)
515,001_003-196,PIKA VEG OIL 1L,196,,178.0,No-Loyalty card,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,1L,1.0,178.0,COOKING OIL (LTRS)
516,001_003-196,PEMBE WHEAT 2KG,196,,107.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,53.5,WHEAT FLOUR (KGS)
517,001_003-196,BUTALI BROWN SUGAR 1KG PKT,196,,105.0,No-Loyalty card,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,1KG,1.0,105.0,SUGAR (KGS)
518,001_003-196,EDEN TEA 100G,196,,44.0,No-Loyalty card,,Food Item,TEA,TEA - UNSWEETENED WITHOUT MILK,Unprocessed/Minimally processed foods,KGS,100G,0.1,440.0,TEA (KGS)
519,001_003-197,PIKA VEGE OIL 5L,197,,764.0,No-Loyalty card,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,5L,5.0,152.8,COOKING OIL (LTRS)
520,001_003-197,DELICIOUS DELIGHT MANDAZI 200GM,197,,29.0,No-Loyalty card,,Food Item,PASTRIES,PASTRIES - MANDAZI,Ultra-processed foods,KGS,200GM,0.2,144.99999999999997,PASTRIES (KGS)
521,001_003-199,CHEVDA CHILLI LEMON 50G PKT DEEPA,199,,50.0,No-Loyalty card,,Food Item,SWEET AND SAVOURY SNACKS,CHEVDA/BOMBAY MIX,Ultra-processed foods,KGS,50G,0.05,1000.0,SWEET AND SAVOURY SNACKS (KGS)
522,001_003-199,SAFARI PUFF 18G CHILLI LEMON T/HEAT,199,,20.0,No-Loyalty card,,Food Item,SWEET AND SAVOURY SNACKS,CORN PUFFS,Ultra-processed foods,KGS,18G,0.018,1111.111111111111,SWEET AND SAVOURY SNACKS (KGS)
523,001_003-200,TEA SCONES 200G,200,,40.0,No-Loyalty card,,Food Item,PASTRIES,PASTRIES - SCONES,Ultra-processed foods,KGS,200G,0.2,200.0,PASTRIES (KGS)
524,001_003-201,ILARA YOGHURT VANILLA 250ML CUP,201,,55.0,No-Loyalty card,,Food Item,FLAVOURED/FRUIT YOGHURT,FLAVOURED/FRUIT YOGHURT,Ultra-processed foods,LTRS,250ML,0.25,220.0,FLAVOURED/FRUIT YOGHURT (LTRS)
525,001_003-201,AJAB MANDAZI FLOUR 2KG,201,,118.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,59.0,WHEAT FLOUR (KGS)
526,001_003-202,QUENCHER LIFE WATER 500ML,202,,24.0,No-Loyalty card,,Food Item,WATER,MINERAL WATER,Unprocessed/Minimally processed foods,LTRS,500ML,0.5,48.0,WATER (LTRS)
527,001_003-203,AQUAMIST MINERAL WATER 500ML,203,,37.0,No-Loyalty card,,Food Item,WATER,MINERAL WATER,Unprocessed/Minimally processed foods,LTRS,500ML,0.5,74.0,WATER (LTRS)
528,001_003-204,AFIA JUICE MANGO 1.5LTR PET,204,,160.0,No-Loyalty card,,Food Item,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,LTRS,1.5LTR,1.5,106.66666666666669,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS (LTRS)
529,001_003-204,DELICIOUS DELIGHT MANDAZI 200GM,204,,29.0,No-Loyalty card,,Food Item,PASTRIES,PASTRIES - MANDAZI,Ultra-processed foods,KGS,200GM,0.2,145.0,PASTRIES (KGS)
530,001_003-206,FRESH FRI 3L,206,,469.0,No-Loyalty card,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,3L,3.0,156.33333333333334,COOKING OIL (LTRS)
531,001_003-209,H.O.MANJI MILKSTAR 200G,209,,60.0,No-Loyalty card,,Food Item,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,KGS,200G,0.2,300.0,"COOKIES, BISCUITS AND WAFERS (KGS)"
532,001_003-209,FRUITVILLE TROPICAL RTD 500ML,209,,60.0,No-Loyalty card,,Food Item,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,LTRS,500ML,0.5,120.0,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS (LTRS)
533,001_003-209,FRUITVILLE APPLE RTD 300ML,209,,39.0,No-Loyalty card,,Food Item,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,LTRS,300ML,0.3,130.0,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS (LTRS)
534,001_003-209,DL PILAU /KG,209,,100.0,No-Loyalty card,,Food Item,FAST FOODS,PRE-PREPARED PILAU,Ultra-processed foods,KGS, /KG,1.0,400.0,FAST FOODS (KGS)
535,001_003-210,KENSALT TABLE SALT 500G,210,,17.0,No-Loyalty card,,Food Item,SALT,TABLE SALT,Processed Culinary Ingredients,KGS,500G,0.5,34.0,SALT (KGS)
536,001_003-210,MARBLE CAKE SLICE 200G,210,,80.0,No-Loyalty card,,Food Item,MARBLE CAKES,MARBLE CAKES,Ultra-processed foods,KGS,200G,0.2,400.0,MARBLE CAKES (KGS)
537,001_003-211,BAHARI FRY 2L,211,,333.0,No-Loyalty card,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,2L,2.0,166.5,COOKING OIL (LTRS)
538,001_003-211,KINANGOP STRAWBERRY YOGHURT 1LTR,211,,151.0,No-Loyalty card,,Food Item,FLAVOURED/FRUIT YOGHURT,FLAVOURED/FRUIT YOGHURT,Ultra-processed foods,LTRS,1LTR,1.0,151.0,FLAVOURED/FRUIT YOGHURT (LTRS)
539,001_003-211,JOGOO MAIZE MEAL 2KG,211,,110.0,No-Loyalty card,,Food Item,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,55.0,MAIZE/CORN FLOUR (KGS)
540,001_003-211,NDOVU HOME BAKING 2KG,211,,114.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,57.0,WHEAT FLOUR (KGS)
541,001_003-211,PARBOILED RICE 2KG,211,,255.0,No-Loyalty card,,Food Item,CEREAL GRAINS,PARBOILED RICE,Unprocessed/Minimally processed foods,KGS,2KG,2.0,127.5,CEREAL GRAINS (KGS)
542,001_003-211,PARLE NICE BISCUIT 195.5G,211,,75.0,No-Loyalty card,,Food Item,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,KGS,195.5G,0.1955,383.6317135549872,"COOKIES, BISCUITS AND WAFERS (KGS)"
543,001_003-211,CADBURY DAIRY FRUIT & NUT 35G/37G,211,,69.0,No-Loyalty card,,Food Item,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,KGS,35G,0.035,1971.428571428572,CHOCOLATE (KGS)
544,001_003-211,KENSALT TABLE SALT 500G,211,,17.0,No-Loyalty card,,Food Item,SALT,TABLE SALT,Processed Culinary Ingredients,KGS,500G,0.5,34.0,SALT (KGS)
545,001_003-211,BUTALI BROWN SUGAR 1KG PKT,211,,105.0,No-Loyalty card,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,1KG,1.0,105.0,SUGAR (KGS)
546,001_003-211,CHEVDA CHILLI LEMON 50G PKT DEEPA,211,,50.0,No-Loyalty card,,Food Item,SWEET AND SAVOURY SNACKS,CHEVDA/BOMBAY MIX,Ultra-processed foods,KGS,50G,0.05,1000.0,SWEET AND SAVOURY SNACKS (KGS)
547,001_003-211,SODA SPRITE 1.25L PL,211,,110.0,No-Loyalty card,,Food Item,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,LTRS,1.25L,1.25,88.0,SODAS AND CARBONATED DRINKS (LTRS)
548,001_003-211,MINUTE MAID APPLE DELIGHT 1L PL BTL,211,,130.0,No-Loyalty card,,Food Item,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,LTRS,1L,1.0,130.0,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS (LTRS)
549,001_003-211,KETEPA FAHARI YA KENYA 100G,211,,45.0,No-Loyalty card,,Food Item,TEA,TEA - UNSWEETENED WITHOUT MILK,Unprocessed/Minimally processed foods,KGS,100G,0.1,450.0,TEA (KGS)
550,001_003-211,RAHA DRINKING CHOCOLATE 200G,211,,190.0,No-Loyalty card,,Food Item,COCOA,COCOA - SWEETENED WITHOUT MILK,Ultra-processed foods,KGS,200G,0.2,950.0,COCOA (KGS)
551,001_003-211,DORMANS STICK INSTANT COFFEE 5*2G SATS,211,,25.0,No-Loyalty card,,Food Item,COFFEE,COFFEE - UNSWEETENED WITHOUT MILK,Unprocessed/Minimally processed foods,KGS,5*2G,0.01,2500.0,COFFEE (KGS)
552,001_003-212,B/SIDE D/FRESH 6*250ML ASSORTED,212,,280.0,No-Loyalty card,,Food Item,MILK DRINKS,FLAVOURED MILK,Ultra-processed foods,LTRS,6*250ML,1.5,186.66666666666663,MILK DRINKS (LTRS)
553,001_003-213,ILARA YOGHURT MANGO 500ML CUP,213,,95.0,No-Loyalty card,,Food Item,FLAVOURED/FRUIT YOGHURT,FLAVOURED/FRUIT YOGHURT,Ultra-processed foods,LTRS,500ML,0.5,190.0,FLAVOURED/FRUIT YOGHURT (LTRS)
554,001_003-213,H.O.MANJI BUTTER CASHEW COOKIES 450G,213,,280.0,No-Loyalty card,,Food Item,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,KGS,450G,0.45,622.2222222222222,"COOKIES, BISCUITS AND WAFERS (KGS)"
555,001_003-215,PIKA VEG OIL 500ML,215,,102.0,No-Loyalty card,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,500ML,0.5,204.0,COOKING OIL (LTRS)
556,001_003-215,AJAB HOME BAKING 2KG,215,,121.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,60.5,WHEAT FLOUR (KGS)
557,001_003-217,PRESTIGE VANILLA 500G SPREAD,217,,135.0,No-Loyalty card,,Food Item,MARGARINE,MARGARINE,Ultra-processed foods,KGS,500G,0.5,270.0,MARGARINE (KGS)
558,001_003-217,WHITE BREAD 400G.,217,,39.0,No-Loyalty card,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,400G,0.4,97.5,BREADS (KGS)
559,001_003-217,HEX FANCY CAKE 500G,217,,125.0,No-Loyalty card,,Food Item,CAKES,CAKES,Ultra-processed foods,KGS,500G,0.5,250.0,CAKES (KGS)
560,001_003-218,DL 1/4 CHICKEN PC,218,,175.0,No-Loyalty card,,Food Item,FAST FOODS,PRE-PREPARED CHICKEN,Ultra-processed foods,PCS,,,175.0,FAST FOODS (PCS)
561,001_003-219,RCKL SNICKERS STD SINGLE BAR 50G,219,,95.0,No-Loyalty card,,Food Item,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,KGS,50G,0.05,1900.0,CHOCOLATE (KGS)
562,001_003-219,RCKL GALAXY CRISPY CHOC BAR 36G,219,,95.0,No-Loyalty card,,Food Item,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,KGS,36G,0.036,2638.888888888889,CHOCOLATE (KGS)
563,001_003-219,BROADWAYS WHITE BREAD 400G,219,,43.0,No-Loyalty card,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,400G,0.4,107.5,BREADS (KGS)
564,001_003-219,WHITE BREAD 600G,219,,59.0,No-Loyalty card,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,600G,0.6,98.33333333333334,BREADS (KGS)
565,001_003-220,MB WATER MELON FRUIT /KG,220,,239.85,No-Loyalty card,,Food Item,FRUITS,WATER MELONS,Unprocessed/Minimally processed foods,KGS, /KG,1.0,45.0,FRUITS (KGS)
566,001_003-220,MB APPLE CRISP PINK 1PC LARGE 165/CTN,220,,25.0,No-Loyalty card,,Food Item,FRUITS,APPLES,Unprocessed/Minimally processed foods,PCS,,,25.0,FRUITS (PCS)
567,001_003-220,ROCK BAN 200G,220,,70.0,No-Loyalty card,,Food Item,PASTRIES,PASTRIES - ROCK BUN,Ultra-processed foods,KGS,200G,0.2,350.0,PASTRIES (KGS)
568,001_003-220,MARBLE CAKE SLICE 200G,220,,80.0,No-Loyalty card,,Food Item,MARBLE CAKES,MARBLE CAKES,Ultra-processed foods,KGS,200G,0.2,400.0,MARBLE CAKES (KGS)
569,001_003-221,GOLDEN FRY 3L,221,,509.0,No-Loyalty card,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,3L,3.0,169.66666666666666,COOKING OIL (LTRS)
570,001_003-221,EXCEL EXTRA KENYAN PISHORI 5KG,221,,955.0,No-Loyalty card,,Food Item,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,KGS,5KG,5.0,191.0,CEREAL GRAINS (KGS)
571,001_003-222,AJAB HOME BAKING 2KG,222,,121.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,60.5,WHEAT FLOUR (KGS)
572,001_003-222,AJAB MAIZE MEAL 2KG,222,,112.0,No-Loyalty card,,Food Item,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,56.0,MAIZE/CORN FLOUR (KGS)
573,001_003-222,ZESTA MIXED FRUIT JAM 500G EOT,222,,174.0,No-Loyalty card,,Food Item,JAM/OTHER SPREADS,FRUIT JAM,Ultra-processed foods,KGS,500G,0.5,348.0,JAM/OTHER SPREADS (KGS)
574,001_003-222,KENSALT TABLE SALT 1KG,222,,32.0,No-Loyalty card,,Food Item,SALT,TABLE SALT,Processed Culinary Ingredients,KGS,1KG,1.0,32.0,SALT (KGS)
575,001_003-222,SAVANAH PINEAPPLE 3L,222,,350.0,No-Loyalty card,,Food Item,DILUTING JUICE,SQUASHES,Ultra-processed foods,LTRS,3L,3.0,116.66666666666669,DILUTING JUICE (LTRS)
576,001_003-223,AJAB HOME BAKING 2KG,223,,121.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,60.5,WHEAT FLOUR (KGS)
577,001_003-223,AJAB HOME BAKING 1KG,223,,62.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,1KG,1.0,62.0,WHEAT FLOUR (KGS)
578,001_003-223,KENSALT TABLE SALT 1KG,223,,32.0,No-Loyalty card,,Food Item,SALT,TABLE SALT,Processed Culinary Ingredients,KGS,1KG,1.0,32.0,SALT (KGS)
579,001_003-223,MARA SUGAR 2KG WHITE,223,,210.0,No-Loyalty card,,Food Item,SUGAR,WHITE SUGAR,Processed Culinary Ingredients,KGS,2KG,2.0,105.0,SUGAR (KGS)
580,001_003-223,BUTALI BROWN SUGAR 1KG PKT,223,,105.0,No-Loyalty card,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,1KG,1.0,105.0,SUGAR (KGS)
581,001_003-224,FRESH FRI 5L,224,,760.0,No-Loyalty card,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,5L,5.0,152.0,COOKING OIL (LTRS)
